ID,IBM,DATA,Status Atual
1104,540463,29/6/2017,PRODUTIVO
5656,540722,9/10/2017,PRODUTIVO
5048,541176,25/9/2017,PRODUTIVO
349,541311,8/6/2017,PRODUTIVO
2707,541559,3/8/2017,DESATIVADO
1876,541885,24/7/2017,PRODUTIVO
1028,542326,27/6/2017,PRODUTIVO
366,542628,8/6/2017,PRODUTIVO
412,542709,9/6/2017,PRODUTIVO
4708,543110,15/9/2017,PRODUTIVO
643,543195,14/6/2017,PRODUTIVO
2354,543276,28/7/2017,PRODUTIVO
644,543551,14/6/2017,PRODUTIVO
12310,543780,8/5/2018,PRODUTIVO
30440,543942,15/7/2020,PRODUTIVO
3546,544388,21/8/2017,PRODUTIVO
6979,544434,28/11/2017,DESATIVADO
4064,544531,30/8/2017,PRODUTIVO
30227,549703,7/7/2020,PRODUTIVO
842,549754,22/6/2017,PRODUTIVO
30533,551074,20/7/2020,PRODUTIVO
31173,551163,6/8/2020,PRODUTIVO
30189,553212,6/7/2020,PRODUTIVO
30441,555223,15/7/2020,PRODUTIVO
38049,555665,7/5/2021,PRODUTIVO
8514,557757,15/1/2018,PRODUTIVO
36649,558222,2/3/2021,PRODUTIVO
9687,559253,16/2/2018,PRODUTIVO
3747,559520,24/8/2017,DESATIVADO
29881,560472,24/6/2020,PRODUTIVO
23349,560499,5/8/2019,PRODUTIVO
9313,561061,5/2/2018,PRODUTIVO
1187,561258,4/7/2017,DESATIVADO
4050,565504,30/8/2017,PRODUTIVO
2366,574058,28/7/2017,PRODUTIVO
31848,574295,10/9/2020,DESATIVADO
2340,574627,28/7/2017,PRODUTIVO
6199,574686,26/10/2017,PRODUTIVO
1576,574708,18/7/2017,PRODUTIVO
4702,574970,15/9/2017,PRODUTIVO
645,575755,14/6/2017,PRODUTIVO
1374,579050,13/7/2017,DESATIVADO
39467,580236,6/7/2021,PRODUTIVO
33056,580279,25/11/2020,DESATIVADO
8024,580759,3/1/2018,PRODUTIVO
32185,581003,29/9/2020,PRODUTIVO
12704,582085,4/6/2018,PRODUTIVO
5833,583588,17/10/2017,PRODUTIVO
32261,590010,1/10/2020,PRODUTIVO
31851,590320,10/9/2020,PRODUTIVO
32449,590584,15/10/2020,PRODUTIVO
29925,591262,26/6/2020,PRODUTIVO
2696,591289,3/8/2017,DESATIVADO
30284,591556,9/7/2020,PRODUTIVO
31808,591866,8/9/2020,PRODUTIVO
3646,591874,22/8/2017,PRODUTIVO
2364,592579,28/7/2017,PRODUTIVO
9779,592641,20/2/2018,PRODUTIVO
1210,592668,4/7/2017,PRODUTIVO
30580,594202,21/7/2020,PRODUTIVO
29926,594490,26/6/2020,PRODUTIVO
30930,594679,31/7/2020,PRODUTIVO
6532,594997,9/11/2017,PRODUTIVO
3470,595187,18/8/2017,PRODUTIVO
24322,595390,17/10/2019,DESATIVADO
3276,595683,16/8/2017,PRODUTIVO
4751,595748,18/9/2017,PRODUTIVO
32431,595896,14/10/2020,PRODUTIVO
396,596450,9/6/2017,PRODUTIVO
1942,596647,25/7/2017,PRODUTIVO
7707,596850,19/12/2017,PRODUTIVO
10806,596981,23/3/2018,PRODUTIVO
30784,597422,28/7/2020,PRODUTIVO
11296,597457,4/4/2018,PRODUTIVO
1343,597562,11/7/2017,PRODUTIVO
350,597899,8/6/2017,PRODUTIVO
22284,597996,12/6/2019,PRODUTIVO
30641,600555,23/7/2020,PRODUTIVO
7627,600652,15/12/2017,PRODUTIVO
31834,600792,9/9/2020,PRODUTIVO
1376,600962,13/7/2017,PRODUTIVO
22292,601543,12/6/2019,SUSPENSO
29647,601551,9/6/2020,PRODUTIVO
29927,601772,26/6/2020,PRODUTIVO
39693,601861,14/7/2021,PRODUTIVO
1216,602183,5/7/2017,PRODUTIVO
10885,602418,26/3/2018,PRODUTIVO
543,602469,22/5/2017,PRODUTIVO
1716,602485,20/7/2017,DESATIVADO
40309,602604,16/8/2021,PRODUTIVO
59,602612,2/6/2017,PRODUTIVO
22256,602825,10/6/2019,PRODUTIVO
2304,603007,27/7/2017,PRODUTIVO
30619,603554,22/7/2020,PRODUTIVO
30135,603759,3/7/2020,PRODUTIVO
31197,603996,7/8/2020,PRODUTIVO
22487,604860,26/6/2019,PRODUTIVO
31578,604925,25/8/2020,PRODUTIVO
9791,606278,20/2/2018,DESATIVADO
140,606332,25/5/2017,DESATIVADO
6561,606367,10/11/2017,PRODUTIVO
16763,606421,23/11/2018,PRODUTIVO
6198,606464,26/10/2017,PRODUTIVO
32343,606472,7/10/2020,PRODUTIVO
7395,606510,12/12/2017,PRODUTIVO
1945,606545,25/7/2017,PRODUTIVO
3548,606600,21/8/2017,PRODUTIVO
31109,606626,4/8/2020,DESATIVADO
39906,606634,26/7/2021,PRODUTIVO
6197,606650,26/10/2017,PRODUTIVO
42101,606723,27/10/2021,PRODUTIVO
7819,606774,22/12/2017,DESATIVADO
10788,608920,23/3/2018,PRODUTIVO
30390,615340,14/7/2020,PRODUTIVO
2708,617300,3/8/2017,PRODUTIVO
30510,619264,17/7/2020,DESATIVADO
24446,620645,25/10/2019,DESATIVADO
24092,621641,24/9/2019,DESATIVADO
29858,621803,24/6/2020,PRODUTIVO
41454,623709,29/9/2021,PRODUTIVO
30545,626406,20/7/2020,PRODUTIVO
10853,626910,26/3/2018,PRODUTIVO
39949,627674,28/7/2021,PRODUTIVO
30936,627763,31/7/2020,DESATIVADO
22488,627801,26/6/2019,PRODUTIVO
2562,630020,1/8/2017,PRODUTIVO
708,630055,20/6/2017,DESATIVADO
1575,630136,18/7/2017,PRODUTIVO
33588,630241,21/12/2020,PRODUTIVO
1331,630446,11/7/2017,PRODUTIVO
14668,630560,13/9/2018,PRODUTIVO
2757,630683,4/8/2017,PRODUTIVO
5658,630764,9/10/2017,PRODUTIVO
29853,636401,24/6/2020,PRODUTIVO
30928,636800,31/7/2020,DESATIVADO
9884,636860,22/2/2018,PRODUTIVO
2771,640077,4/8/2017,PRODUTIVO
326,640085,7/6/2017,PRODUTIVO
17913,640298,25/1/2019,PRODUTIVO
7420,640310,12/12/2017,PRODUTIVO
1292,640638,7/7/2017,PRODUTIVO
6948,640794,27/11/2017,DESATIVADO
2478,640913,31/7/2017,PRODUTIVO
3339,641006,17/8/2017,DESATIVADO
127,641111,23/5/2017,PRODUTIVO
29854,641146,24/6/2020,PRODUTIVO
30490,641154,16/7/2020,PRODUTIVO
6972,641235,28/11/2017,PRODUTIVO
1360,641936,13/7/2017,PRODUTIVO
5053,641979,25/9/2017,PRODUTIVO
4055,642169,30/8/2017,PRODUTIVO
7414,642193,12/12/2017,PRODUTIVO
30428,642320,15/7/2020,PRODUTIVO
902,642550,29/5/2017,PRODUTIVO
29657,642592,10/6/2020,PRODUTIVO
11608,642606,13/4/2018,PRODUTIVO
29825,642754,23/6/2020,DESATIVADO
7026,642797,29/11/2017,DESATIVADO
13746,642860,3/8/2018,PRODUTIVO
700,642894,20/6/2017,PRODUTIVO
853,642940,23/6/2017,PRODUTIVO
4212,642991,1/9/2017,PRODUTIVO
3530,643068,21/8/2017,PRODUTIVO
433,643106,25/6/2017,PRODUTIVO
1617,643157,18/7/2017,DESATIVADO
720,643181,20/6/2017,PRODUTIVO
30640,643297,23/7/2020,SUSPENSO
1012,643300,26/6/2017,DESATIVADO
1908,643327,24/7/2017,PRODUTIVO
22865,643386,18/7/2019,PRODUTIVO
31758,643408,3/9/2020,PRODUTIVO
40085,643483,3/8/2021,PRODUTIVO
7411,643505,12/12/2017,PRODUTIVO
38596,643530,1/6/2021,PRODUTIVO
1616,643580,18/7/2017,PRODUTIVO
2112,643629,7/6/2017,PRODUTIVO
29648,643645,9/6/2020,PRODUTIVO
6012,643670,23/10/2017,PRODUTIVO
1888,643700,24/7/2017,PRODUTIVO
3878,643858,28/8/2017,DESATIVADO
29799,643912,22/6/2020,PRODUTIVO
7541,644005,13/12/2017,DESATIVADO
93,644072,2/6/2017,DESATIVADO
10731,644110,21/3/2018,DESATIVADO
293,644145,2/6/2017,PRODUTIVO
6299,644340,31/10/2017,DESATIVADO
9018,644463,29/1/2018,DESATIVADO
29686,644510,15/6/2020,PRODUTIVO
30509,644552,17/7/2020,PRODUTIVO
282,644579,1/6/2017,PRODUTIVO
89,644676,2/6/2017,PRODUTIVO
9682,644757,16/2/2018,DESATIVADO
13179,644838,4/7/2018,PRODUTIVO
2860,644951,7/8/2017,PRODUTIVO
434,645389,12/4/2017,PRODUTIVO
8878,645540,26/1/2018,PRODUTIVO
1363,653292,13/7/2017,PRODUTIVO
41056,656518,15/9/2021,PRODUTIVO
4158,660418,31/8/2017,PRODUTIVO
30031,664650,1/7/2020,PRODUTIVO
29816,669776,22/6/2020,PRODUTIVO
2859,669920,7/8/2017,PRODUTIVO
351,671959,8/6/2017,DESATIVADO
12247,677540,4/5/2018,PRODUTIVO
29594,677620,3/6/2020,PRODUTIVO
31242,677760,10/8/2020,SUSPENSO
395,677892,6/6/2017,PRODUTIVO
2552,678520,1/8/2017,PRODUTIVO
6587,678619,13/11/2017,PRODUTIVO
32146,678724,28/9/2020,PRODUTIVO
10448,679127,12/3/2018,DESATIVADO
1446,679186,14/7/2017,PRODUTIVO
31235,679453,10/8/2020,PRODUTIVO
307,679860,2/6/2017,PRODUTIVO
12308,681261,8/5/2018,PRODUTIVO
29859,681601,24/6/2020,PRODUTIVO
30643,682225,23/7/2020,DESATIVADO
5045,682241,25/9/2017,PRODUTIVO
30527,682624,20/7/2020,PRODUTIVO
7671,682888,18/12/2017,DESATIVADO
30699,682985,24/7/2020,SUSPENSO
24364,683027,18/10/2019,PRODUTIVO
7275,684945,7/12/2017,PRODUTIVO
30584,687804,21/7/2020,PRODUTIVO
42100,687910,27/10/2021,PRODUTIVO
30654,688452,23/7/2020,PRODUTIVO
2250,689190,26/7/2017,DESATIVADO
2338,723851,28/7/2017,PRODUTIVO
30386,732923,14/7/2020,PRODUTIVO
203,748471,5/6/2017,PRODUTIVO
5191,799858,2/10/2017,DESATIVADO
38716,800236,7/6/2021,PRODUTIVO
21819,800538,15/5/2019,PRODUTIVO
42472,803685,8/11/2021,PRODUTIVO
4411,803987,5/9/2017,PRODUTIVO
30798,814555,28/7/2020,PRODUTIVO
2169,821896,21/6/2017,DESATIVADO
30634,831140,22/7/2020,PRODUTIVO
2343,834718,28/7/2017,DESATIVADO
1485,840769,17/7/2017,PRODUTIVO
14719,840793,15/9/2018,PRODUTIVO
14086,840823,15/8/2018,PRODUTIVO
31324,840866,12/8/2020,PRODUTIVO
32149,850390,28/9/2020,PRODUTIVO
31655,850543,28/8/2020,PRODUTIVO
3348,850608,17/8/2017,PRODUTIVO
1368,852767,13/7/2017,PRODUTIVO
30692,853658,24/7/2020,PRODUTIVO
3199,853976,15/8/2017,PRODUTIVO
29901,854220,25/6/2020,PRODUTIVO
6098,857173,26/10/2017,PRODUTIVO
29882,857408,24/6/2020,PRODUTIVO
10910,870773,27/3/2018,PRODUTIVO
3873,871729,28/8/2017,PRODUTIVO
15289,872296,4/10/2018,PRODUTIVO
4134,872385,31/8/2017,PRODUTIVO
30607,872873,22/7/2020,PRODUTIVO
31759,873004,3/9/2020,SUSPENSO
5707,873020,11/10/2017,PRODUTIVO
3549,873934,21/8/2017,PRODUTIVO
3124,873985,14/8/2017,PRODUTIVO
705,874280,20/6/2017,PRODUTIVO
1024,874310,27/6/2017,PRODUTIVO
706,874426,20/6/2017,PRODUTIVO
1874,874485,24/7/2017,PRODUTIVO
3091,874841,11/8/2017,PRODUTIVO
727,875015,20/6/2017,PRODUTIVO
1186,875058,4/7/2017,PRODUTIVO
9523,878650,9/2/2018,PRODUTIVO
4578,880027,12/9/2017,PRODUTIVO
633,880108,14/6/2017,PRODUTIVO
29324,880140,24/4/2020,PRODUTIVO
2270,880388,26/7/2017,PRODUTIVO
165,880400,27/5/2017,PRODUTIVO
1496,880493,13/7/2017,PRODUTIVO
1845,880515,24/7/2017,PRODUTIVO
286,880523,1/6/2017,DESATIVADO
1862,880540,21/7/2017,PRODUTIVO
38664,880620,4/6/2021,PRODUTIVO
34582,880639,26/1/2021,DESATIVADO
34808,880701,2/2/2021,PRODUTIVO
5322,880736,3/10/2017,PRODUTIVO
22872,880744,18/7/2019,PRODUTIVO
7761,880787,20/12/2017,PRODUTIVO
9646,880825,15/2/2018,PRODUTIVO
1596,881058,18/7/2017,PRODUTIVO
1265,881082,7/7/2017,PRODUTIVO
12159,881120,3/5/2018,PRODUTIVO
3720,881155,22/8/2017,PRODUTIVO
549,881180,24/5/2017,PRODUTIVO
3990,881198,29/8/2017,PRODUTIVO
1019,881287,27/6/2017,PRODUTIVO
4812,881309,19/9/2017,PRODUTIVO
634,881511,14/6/2017,PRODUTIVO
2554,881538,1/8/2017,DESATIVADO
2603,881570,2/8/2017,PRODUTIVO
1020,881619,27/6/2017,PRODUTIVO
29593,881716,3/6/2020,PRODUTIVO
1978,881724,25/7/2017,PRODUTIVO
11442,881732,9/4/2018,PRODUTIVO
1868,881813,24/7/2017,DESATIVADO
940,881830,23/6/2017,PRODUTIVO
1427,881899,14/7/2017,DESATIVADO
42031,881988,25/10/2021,PRODUTIVO
32595,882062,22/10/2020,PRODUTIVO
221,882089,6/6/2017,PRODUTIVO
5866,882097,18/10/2017,PRODUTIVO
38498,882143,27/5/2021,PRODUTIVO
26548,882224,7/2/2020,DESATIVADO
920,882330,18/5/2017,PRODUTIVO
2607,882348,31/7/2017,PRODUTIVO
637,882356,14/6/2017,PRODUTIVO
638,882410,14/6/2017,PRODUTIVO
808,882429,22/6/2017,PRODUTIVO
32193,882445,29/9/2020,PRODUTIVO
29706,882453,17/6/2020,PRODUTIVO
409,882461,9/6/2017,PRODUTIVO
6423,882488,7/11/2017,DESATIVADO
2871,882500,7/8/2017,PRODUTIVO
10157,882542,2/3/2018,PRODUTIVO
2616,882607,1/8/2017,PRODUTIVO
5488,882615,5/10/2017,PRODUTIVO
2467,882640,31/7/2017,PRODUTIVO
9112,882666,31/1/2018,PRODUTIVO
1967,882712,24/7/2017,DESATIVADO
1166,882780,3/7/2017,DESATIVADO
41407,882895,28/9/2021,PRODUTIVO
35,882917,2/6/2017,DESATIVADO
6595,883115,13/11/2017,DESATIVADO
37,883174,2/6/2017,DESATIVADO
697,883247,19/6/2017,PRODUTIVO
13692,883263,31/7/2018,PRODUTIVO
426,883280,25/4/2017,PRODUTIVO
115,883298,23/5/2017,PRODUTIVO
11598,883336,12/4/2018,PRODUTIVO
2150,883352,16/6/2017,PRODUTIVO
43,883395,2/6/2017,PRODUTIVO
16111,883492,8/11/2018,DESATIVADO
1573,883522,18/7/2017,PRODUTIVO
5875,883590,18/10/2017,DESATIVADO
214,883670,26/5/2017,PRODUTIVO
1101,883743,29/6/2017,PRODUTIVO
34421,883751,19/1/2021,PRODUTIVO
1257,883816,7/7/2017,PRODUTIVO
223,883930,6/6/2017,SUSPENSO
21248,883948,8/4/2019,DESATIVADO
9992,883956,26/2/2018,PRODUTIVO
10158,883964,2/3/2018,PRODUTIVO
2838,883980,7/8/2017,DESATIVADO
735,884006,20/6/2017,PRODUTIVO
7177,884049,4/12/2017,DESATIVADO
6584,884057,13/11/2017,PRODUTIVO
9303,884120,5/2/2018,PRODUTIVO
6480,884170,8/11/2017,PRODUTIVO
302,884197,2/6/2017,PRODUTIVO
6175,884340,26/10/2017,DESATIVADO
540,884359,18/5/2017,DESATIVADO
3121,884405,14/8/2017,PRODUTIVO
6682,884413,15/11/2017,PRODUTIVO
725,884634,20/6/2017,PRODUTIVO
9693,884723,16/2/2018,PRODUTIVO
1498,884820,17/7/2017,PRODUTIVO
10031,884871,27/2/2018,PRODUTIVO
29897,884910,25/6/2020,PRODUTIVO
125,884928,23/5/2017,DESATIVADO
9832,884960,21/2/2018,PRODUTIVO
7973,884979,29/12/2017,PRODUTIVO
39,885002,2/6/2017,PRODUTIVO
9009,885010,29/1/2018,DESATIVADO
838,885029,22/6/2017,PRODUTIVO
639,885053,14/6/2017,PRODUTIVO
45,885061,2/6/2017,PRODUTIVO
1115,885088,30/6/2017,DESATIVADO
5967,885177,20/10/2017,DESATIVADO
9651,885266,15/2/2018,PRODUTIVO
2228,885274,15/7/2017,PRODUTIVO
6492,885282,9/11/2017,PRODUTIVO
11412,885312,9/4/2018,PRODUTIVO
5540,885347,6/10/2017,PRODUTIVO
33466,885428,15/12/2020,PRODUTIVO
12837,885517,8/6/2018,PRODUTIVO
38490,885533,27/5/2021,PRODUTIVO
1861,885550,21/7/2017,PRODUTIVO
17549,885576,8/1/2019,PRODUTIVO
38471,885614,26/5/2021,PRODUTIVO
9308,885630,5/2/2018,PRODUTIVO
1266,885657,7/7/2017,PRODUTIVO
7457,885789,12/12/2017,PRODUTIVO
38016,885797,5/5/2021,PRODUTIVO
9241,885878,2/2/2018,DESATIVADO
1832,885916,14/7/2017,DESATIVADO
10328,885932,9/3/2018,PRODUTIVO
8991,885959,29/1/2018,PRODUTIVO
10159,885991,2/3/2018,PRODUTIVO
40301,886017,16/8/2021,PRODUTIVO
2608,886025,31/7/2017,PRODUTIVO
1205,886092,4/7/2017,PRODUTIVO
40551,886114,25/8/2021,PRODUTIVO
1223,886238,5/7/2017,PRODUTIVO
1185,886335,4/7/2017,PRODUTIVO
3258,886475,16/8/2017,PRODUTIVO
47,886610,2/6/2017,PRODUTIVO
8422,886670,12/1/2018,PRODUTIVO
5690,886688,10/10/2017,DESATIVADO
4527,886700,12/9/2017,PRODUTIVO
3433,886718,18/8/2017,PRODUTIVO
1750,886947,21/7/2017,PRODUTIVO
10022,886963,27/2/2018,DESATIVADO
2536,886980,1/8/2017,SUSPENSO
3127,886998,14/8/2017,DESATIVADO
1083,887013,28/6/2017,PRODUTIVO
12111,887021,30/4/2018,PRODUTIVO
30913,887099,31/7/2020,PRODUTIVO
41276,887102,22/9/2021,PRODUTIVO
138,887145,17/5/2017,PRODUTIVO
6881,887226,23/11/2017,PRODUTIVO
36377,887269,22/2/2021,PRODUTIVO
5613,887285,6/10/2017,PRODUTIVO
1097,887293,29/6/2017,PRODUTIVO
9765,887307,19/2/2018,DESATIVADO
13546,887390,24/7/2018,PRODUTIVO
29944,887455,26/6/2020,PRODUTIVO
1099,887463,29/6/2017,PRODUTIVO
24677,887501,13/11/2019,PRODUTIVO
2922,887560,7/8/2017,PRODUTIVO
31728,887943,2/9/2020,PRODUTIVO
1939,888354,25/7/2017,PRODUTIVO
13626,888745,27/7/2018,PRODUTIVO
11486,888842,10/4/2018,PRODUTIVO
749,889032,20/6/2017,PRODUTIVO
7471,889920,12/12/2017,PRODUTIVO
35015,894176,9/2/2021,PRODUTIVO
8658,895113,19/1/2018,SUSPENSO
8588,895610,18/1/2018,DESATIVADO
6100,896020,26/10/2017,PRODUTIVO
11342,896632,5/4/2018,PRODUTIVO
42002,896756,22/10/2021,PRODUTIVO
716,896764,20/6/2017,PRODUTIVO
27051,897108,10/3/2020,PRODUTIVO
29722,897159,18/6/2020,PRODUTIVO
7273,897582,7/12/2017,PRODUTIVO
5748,897612,13/10/2017,DESATIVADO
6376,897639,6/11/2017,PRODUTIVO
4949,897680,21/9/2017,PRODUTIVO
30178,897698,6/7/2020,PRODUTIVO
2609,897701,2/8/2017,PRODUTIVO
483,897760,9/5/2017,DESATIVADO
3056,897833,11/8/2017,PRODUTIVO
39746,897957,19/7/2021,PRODUTIVO
7022,1000028,29/11/2017,DESATIVADO
7032,1000275,29/11/2017,PRODUTIVO
31347,1000647,13/8/2020,PRODUTIVO
4276,1000739,4/9/2017,PRODUTIVO
31040,1001103,3/8/2020,PRODUTIVO
748,1001232,20/6/2017,PRODUTIVO
14167,1002865,17/8/2018,PRODUTIVO
24374,1003033,18/10/2019,DESATIVADO
39821,1003529,21/7/2021,PRODUTIVO
921,1003675,23/6/2017,PRODUTIVO
90,1003866,2/6/2017,PRODUTIVO
653,1004359,14/6/2017,PRODUTIVO
2355,1004512,28/7/2017,PRODUTIVO
31878,1006206,11/9/2020,PRODUTIVO
31579,1006328,25/8/2020,PRODUTIVO
31879,1007808,11/9/2020,PRODUTIVO
3128,1007943,14/8/2017,DESATIVADO
30609,1007959,22/7/2020,PRODUTIVO
4088,1008243,30/8/2017,PRODUTIVO
3979,1008244,29/8/2017,PRODUTIVO
37707,1008529,22/4/2021,PRODUTIVO
10635,1008551,16/3/2018,PRODUTIVO
1526,1009016,17/7/2017,PRODUTIVO
30103,1009032,2/7/2020,PRODUTIVO
31787,1009033,4/9/2020,PRODUTIVO
41316,1009177,23/9/2021,PRODUTIVO
4128,1009246,31/8/2017,PRODUTIVO
30517,1009379,17/7/2020,DESATIVADO
21737,1009412,9/5/2019,PRODUTIVO
29610,1009413,5/6/2020,PRODUTIVO
333,1009681,8/6/2017,DESATIVADO
1513,1009721,17/7/2017,PRODUTIVO
30644,1009838,23/7/2020,DESATIVADO
1350,1009911,12/7/2017,PRODUTIVO
14158,1009927,17/8/2018,DESATIVADO
10,1009929,30/5/2017,DESATIVADO
26908,1009950,2/3/2020,PRODUTIVO
20795,1009967,7/3/2019,PRODUTIVO
30627,1009991,22/7/2020,PRODUTIVO
3162,1009992,14/8/2017,PRODUTIVO
32588,1010006,22/10/2020,PRODUTIVO
9084,1010056,30/1/2018,PRODUTIVO
1518,1010111,17/7/2017,PRODUTIVO
7106,1010114,30/11/2017,PRODUTIVO
30246,1010170,8/7/2020,PRODUTIVO
2697,1010264,3/8/2017,PRODUTIVO
14211,1010282,20/8/2018,DESATIVADO
3682,1010296,23/8/2017,DESATIVADO
7712,1010363,19/12/2017,PRODUTIVO
7439,1010364,12/12/2017,PRODUTIVO
914,1010446,29/5/2017,DESATIVADO
1979,1010515,25/7/2017,PRODUTIVO
8839,1010601,25/1/2018,PRODUTIVO
1262,1010660,7/7/2017,DESATIVADO
6927,1010689,27/11/2017,PRODUTIVO
29878,1010701,24/6/2020,PRODUTIVO
33231,1010734,7/12/2020,PRODUTIVO
39694,1010736,14/7/2021,PRODUTIVO
6055,1010747,24/10/2017,PRODUTIVO
1719,1010841,20/7/2017,PRODUTIVO
3645,1010920,22/8/2017,PRODUTIVO
39993,1010928,29/7/2021,PRODUTIVO
29965,1010972,29/6/2020,PRODUTIVO
41189,1010997,20/9/2021,PRODUTIVO
29639,1011070,9/6/2020,PRODUTIVO
12622,1011114,24/5/2018,PRODUTIVO
10335,1011136,9/3/2018,PRODUTIVO
696,1011223,19/6/2017,PRODUTIVO
36750,1011232,8/3/2021,PRODUTIVO
3565,1011287,21/8/2017,PRODUTIVO
94,1011288,2/6/2017,PRODUTIVO
3848,1011293,28/8/2017,DESATIVADO
1329,1011317,11/7/2017,DESATIVADO
30732,1011334,27/7/2020,DESATIVADO
1306,1011373,10/7/2017,PRODUTIVO
3559,1011389,21/8/2017,PRODUTIVO
16871,1011459,29/11/2018,PRODUTIVO
30050,1011469,1/7/2020,PRODUTIVO
5794,1011585,16/10/2017,PRODUTIVO
2165,1011593,9/6/2017,DESATIVADO
17812,1011631,21/1/2019,PRODUTIVO
1516,1011661,17/7/2017,PRODUTIVO
3228,1011711,15/8/2017,DESATIVADO
29879,1011729,24/6/2020,PRODUTIVO
40413,1011885,19/8/2021,PRODUTIVO
38665,1011937,4/6/2021,PRODUTIVO
1418,1011976,13/7/2017,PRODUTIVO
1500,1011978,17/7/2017,PRODUTIVO
29924,1011979,26/6/2020,PRODUTIVO
951,1011980,22/5/2017,PRODUTIVO
6058,1012025,25/10/2017,DESATIVADO
6085,1012051,25/10/2017,PRODUTIVO
7393,1012073,12/12/2017,PRODUTIVO
30994,1012074,31/7/2020,PRODUTIVO
10333,1012075,9/3/2018,PRODUTIVO
41395,1012077,27/9/2021,PRODUTIVO
31284,1012083,11/8/2020,PRODUTIVO
31387,1012085,17/8/2020,PRODUTIVO
30330,1012087,10/7/2020,PRODUTIVO
31888,1012097,11/9/2020,PRODUTIVO
2921,1012147,7/8/2017,DESATIVADO
695,1012191,19/6/2017,PRODUTIVO
22889,1012204,18/7/2019,DESATIVADO
30306,1012206,9/7/2020,PRODUTIVO
4354,1012210,5/9/2017,PRODUTIVO
30104,1012211,2/7/2020,PRODUTIVO
6600,1012249,13/11/2017,DESATIVADO
3799,1012258,25/8/2017,DESATIVADO
4582,1012260,12/9/2017,PRODUTIVO
1372,1012326,13/7/2017,PRODUTIVO
29495,1012457,20/5/2020,PRODUTIVO
4916,1012542,21/9/2017,PRODUTIVO
30534,1012543,20/7/2020,PRODUTIVO
31459,1012547,19/8/2020,PRODUTIVO
49,1012549,2/6/2017,PRODUTIVO
1615,1012559,18/7/2017,PRODUTIVO
22510,1012645,1/7/2019,PRODUTIVO
1714,1012779,20/7/2017,PRODUTIVO
4071,1012818,30/8/2017,PRODUTIVO
10355,1012819,9/3/2018,PRODUTIVO
1905,1012825,24/7/2017,PRODUTIVO
14076,1012826,15/8/2018,PRODUTIVO
30824,1012849,29/7/2020,PRODUTIVO
29724,1012850,18/6/2020,PRODUTIVO
30191,1012851,6/7/2020,PRODUTIVO
2359,1012852,28/7/2017,PRODUTIVO
31344,1012853,13/8/2020,PRODUTIVO
31603,1012854,26/8/2020,PRODUTIVO
30282,1012856,9/7/2020,PRODUTIVO
32102,1012858,24/9/2020,PRODUTIVO
30528,1012859,20/7/2020,PRODUTIVO
30525,1012861,20/7/2020,PRODUTIVO
7764,1012875,20/12/2017,PRODUTIVO
42578,1012913,16/11/2021,PRODUTIVO
3994,1012940,29/8/2017,PRODUTIVO
441,1012966,24/4/2017,PRODUTIVO
1572,1013099,18/7/2017,PRODUTIVO
31017,1013120,31/7/2020,DESATIVADO
1999,1013185,26/7/2017,PRODUTIVO
3933,1013336,28/8/2017,PRODUTIVO
2758,1013387,4/8/2017,PRODUTIVO
30869,1013404,30/7/2020,PRODUTIVO
728,1013417,20/6/2017,DESATIVADO
5079,1013418,26/9/2017,DESATIVADO
11272,1013425,4/4/2018,PRODUTIVO
30369,1013465,13/7/2020,PRODUTIVO
31846,1013517,10/9/2020,PRODUTIVO
11325,1013523,5/4/2018,PRODUTIVO
34573,1013602,26/1/2021,PRODUTIVO
11565,1013694,12/4/2018,DESATIVADO
22450,1013772,25/6/2019,PRODUTIVO
29911,1013798,25/6/2020,PRODUTIVO
1445,1013937,14/7/2017,PRODUTIVO
31452,1013938,19/8/2020,PRODUTIVO
4488,1013964,8/9/2017,PRODUTIVO
33571,1013982,21/12/2020,PRODUTIVO
30803,1013991,28/7/2020,DESATIVADO
5081,1014015,26/9/2017,PRODUTIVO
30144,1014016,3/7/2020,PRODUTIVO
31365,1014017,14/8/2020,PRODUTIVO
988,1014019,22/5/2017,PRODUTIVO
16883,1014022,30/11/2018,PRODUTIVO
3188,1014024,15/8/2017,DESATIVADO
1509,1014027,17/7/2017,DESATIVADO
4208,1014035,1/9/2017,DESATIVADO
5181,1014036,29/9/2017,PRODUTIVO
32844,1014193,11/11/2020,PRODUTIVO
993,1014202,22/5/2017,DESATIVADO
40449,1014205,20/8/2021,PRODUTIVO
31523,1014257,21/8/2020,PRODUTIVO
30416,1014289,14/7/2020,PRODUTIVO
39892,1014332,26/7/2021,PRODUTIVO
30179,1014338,6/7/2020,PRODUTIVO
31208,1014340,7/8/2020,PRODUTIVO
6706,1014413,16/11/2017,PRODUTIVO
1008,1014414,26/6/2017,DESATIVADO
6173,1014452,26/10/2017,PRODUTIVO
2140,1014459,16/6/2017,PRODUTIVO
31141,1014469,5/8/2020,PRODUTIVO
6148,1014470,26/10/2017,PRODUTIVO
29085,1014471,26/3/2020,PRODUTIVO
30145,1014472,3/7/2020,PRODUTIVO
316,1014487,6/6/2017,PRODUTIVO
30673,1014488,24/7/2020,DESATIVADO
32152,1014490,28/9/2020,PRODUTIVO
32622,1014495,23/10/2020,PRODUTIVO
974,1014519,19/5/2017,PRODUTIVO
